Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,Online Brite Creations,Retail Brite Creations
fabrizio,Fabrizio,Size,14,Color,Black,,,fabrizio-14-black,1,0
fabrizio,Fabrizio,Size,15,Color,Black,,,fabrizio-15-black,0,0
filippo,Filippo,Size,7,Color,Black,,,filippo-7-black,0,0
filippo,Filippo,Size,7.5,Color,Black,,,filippo-7.5-black,0,0
filippo,Filippo,Size,8,Color,Black,,,filippo-8-black,1,0
filippo,Filippo,Size,8.5,Color,Black,,,filippo-8.5-black,1,0
filippo,Filippo,Size,9,Color,Black,,,filippo-9-black,1,0
filippo,Filippo,Size,9.5,Color,Black,,,filippo-9.5-black,1,0
filippo,Filippo,Size,10,Color,Black,,,filippo-10-black,1,0
filippo,Filippo,Size,10.5,Color,Black,,,filippo-10.5-black,1,0
filippo,Filippo,Size,11,Color,Black,,,filippo-11-black,1,0
filippo,Filippo,Size,11.5,Color,Black,,,filippo-11.5-black,1,0
filippo,Filippo,Size,12,Color,Black,,,filippo-12-black,1,0
filippo,Filippo,Size,13,Color,Black,,,filippo-13-black,1,0
filippo,Filippo,Size,14,Color,Black,,,filippo-14-black,1,0
filippo,Filippo,Size,15,Color,Black,,,filippo-15-black,0,0
francesco,Francesco,Size,7,Color,Black,,,francesco-7-black,0,0
francesco,Francesco,Size,7.5,Color,Black,,,francesco-7.5-black,0,0
francesco,Francesco,Size,8,Color,Black,,,francesco-8-black,1,0
francesco,Francesco,Size,8.5,Color,Black,,,francesco-8.5-black,1,0
francesco,Francesco,Size,9,Color,Black,,,francesco-9-black,1,0
francesco,Francesco,Size,9.5,Color,Black,,,francesco-9.5-black,1,0
francesco,Francesco,Size,10,Color,Black,,,francesco-10-black,1,0
francesco,Francesco,Size,10.5,Color,Black,,,francesco-10.5-black,1,0
francesco,Francesco,Size,11,Color,Black,,,francesco-11-black,1,0
francesco,Francesco,Size,11.5,Color,Black,,,francesco-11.5-black,0,0
francesco,Francesco,Size,12,Color,Black,,,francesco-12-black,1,0
francesco,Francesco,Size,13,Color,Black,,,francesco-13-black,1,0
francesco,Francesco,Size,14,Color,Black,,,francesco-14-black,1,0
francesco,Francesco,Size,15,Color,Black,,,francesco-15-black,0,0
franco,Franco,Size,7,Color,Black,,,franco-7-black,0,0
franco,Franco,Size,7.5,Color,Black,,,franco-7.5-black,0,0
franco,Franco,Size,8,Color,Black,,,franco-8-black,1,0
franco,Franco,Size,8.5,Color,Black,,,franco-8.5-black,1,0
franco,Franco,Size,9,Color,Black,,,franco-9-black,0,0
franco,Franco,Size,9.5,Color,Black,,,franco-9.5-black,0,0
franco,Franco,Size,10,Color,Black,,,franco-10-black,0,0
franco,Franco,Size,10.5,Color,Black,,,franco-10.5-black,0,0
franco,Franco,Size,11,Color,Black,,,franco-11-black,0,0
franco,Franco,Size,11.5,Color,Black,,,franco-11.5-black,0,0
franco,Franco,Size,12,Color,Black,,,franco-12-black,0,0
franco,Franco,Size,13,Color,Black,,,franco-13-black,0,0
franco,Franco,Size,14,Color,Black,,,franco-14-black,0,0
franco,Franco,Size,15,Color,Black,,,franco-15-black,0,0
gino,Gino,Size,7,Color,Black/Bone,,,gino-7-black/bone,0,0
gino,Gino,Size,7.5,Color,Black/Bone,,,gino-7.5-black/bone,0,0
gino,Gino,Size,8,Color,Black/Bone,,,gino-8-black/bone,0,0
gino,Gino,Size,8.5,Color,Black/Bone,,,gino-8.5-black/bone,1,0
gino,Gino,Size,9,Color,Black/Bone,,,gino-9-black/bone,1,0
gino,Gino,Size,9.5,Color,Black/Bone,,,gino-9.5-black/bone,1,0
gino,Gino,Size,10,Color,Black/Bone,,,gino-10-black/bone,1,0
gino,Gino,Size,10.5,Color,Black/Bone,,,gino-10.5-black/bone,1,0
gino,Gino,Size,11,Color,Black/Bone,,,gino-11-black/bone,1,0
gino,Gino,Size,11.5,Color,Black/Bone,,,gino-11.5-black/bone,1,0
gino,Gino,Size,12,Color,Black/Bone,,,gino-12-black/bone,1,0
gino,Gino,Size,13,Color,Black/Bone,,,gino-13-black/bone,1,0
gino,Gino,Size,14,Color,Black/Bone,,,gino-14-black/bone,1,0
gino,Gino,Size,15,Color,Black/Bone,,,gino-15-black/bone,0,0
giorgio,Giorgio,Size,7,Color,Antique Red,,,giorgio-7-antiquered,1,0
giorgio,Giorgio,Size,7.5,Color,Antique Red,,,giorgio-7.5-antiquered,0,0
giorgio,Giorgio,Size,8,Color,Antique Red,,,giorgio-8-antiquered,1,0
giorgio,Giorgio,Size,8.5,Color,Antique Red,,,giorgio-8.5-antiquered,1,0
giorgio,Giorgio,Size,9,Color,Antique Red,,,giorgio-9-antiquered,1,0
giorgio,Giorgio,Size,9.5,Color,Antique Red,,,giorgio-9.5-antiquered,0,0
giorgio,Giorgio,Size,10,Color,Antique Red,,,giorgio-10-antiquered,1,0
giorgio,Giorgio,Size,10.5,Color,Antique Red,,,giorgio-10.5-antiquered,1,0
giorgio,Giorgio,Size,11,Color,Antique Red,,,giorgio-11-antiquered,1,0
giorgio,Giorgio,Size,11.5,Color,Antique Red,,,giorgio-11.5-antiquered,1,0
giorgio,Giorgio,Size,12,Color,Antique Red,,,giorgio-12-antiquered,0,0
giorgio,Giorgio,Size,13,Color,Antique Red,,,giorgio-13-antiquered,0,0
giorgio,Giorgio,Size,14,Color,Antique Red,,,giorgio-14-antiquered,1,0
giorgio,Giorgio,Size,15,Color,Antique Red,,,giorgio-15-antiquered,0,0
leonardo,Leonardo,Size,7,Color,Leather Black,,,leonardo-7-leatherblack,0,0
leonardo,Leonardo,Size,7.5,Color,Leather Black,,,leonardo-7.5-leatherblack,0,0
leonardo,Leonardo,Size,8,Color,Leather Black,,,leonardo-8-leatherblack,0,0
leonardo,Leonardo,Size,8.5,Color,Leather Black,,,leonardo-8.5-leatherblack,0,0
leonardo,Leonardo,Size,9,Color,Leather Black,,,leonardo-9-leatherblack,0,0
leonardo,Leonardo,Size,9.5,Color,Leather Black,,,leonardo-9.5-leatherblack,0,0
leonardo,Leonardo,Size,10,Color,Leather Black,,,leonardo-10-leatherblack,0,0
leonardo,Leonardo,Size,10.5,Color,Leather Black,,,leonardo-10.5-leatherblack,0,0
leonardo,Leonardo,Size,11,Color,Leather Black,,,leonardo-11-leatherblack,0,0
leonardo,Leonardo,Size,11.5,Color,Leather Black,,,leonardo-11.5-leatherblack,0,0
leonardo,Leonardo,Size,12,Color,Leather Black,,,leonardo-12-leatherblack,0,0
leonardo,Leonardo,Size,13,Color,Leather Black,,,leonardo-13-leatherblack,0,0
leonardo,Leonardo,Size,14,Color,Leather Black,,,leonardo-14-leatherblack,0,0
leonardo,Leonardo,Size,15,Color,Leather Black,,,leonardo-15-leatherblack,0,0
livio,Livio,Size,7,Color,Black,,,livio-7-black,0,0
livio,Livio,Size,7.5,Color,Black,,,livio-7.5-black,0,0
livio,Livio,Size,8,Color,Black,,,livio-8-black,1,0
livio,Livio,Size,8.5,Color,Black,,,livio-8.5-black,0,0
livio,Livio,Size,9,Color,Black,,,livio-9-black,1,0
livio,Livio,Size,9.5,Color,Black,,,livio-9.5-black,0,0
livio,Livio,Size,10,Color,Black,,,livio-10-black,1,0
livio,Livio,Size,10.5,Color,Black,,,livio-10.5-black,1,0
livio,Livio,Size,11,Color,Black,,,livio-11-black,1,0
livio,Livio,Size,11.5,Color,Black,,,livio-11.5-black,1,0
livio,Livio,Size,12,Color,Black,,,livio-12-black,1,0
livio,Livio,Size,13,Color,Black,,,livio-13-black,1,0
livio,Livio,Size,14,Color,Black,,,livio-14-black,1,0
livio,Livio,Size,15,Color,Black,,,livio-15-black,0,0
lorenzo,Lorenzo,Size,7,Color,Antique Red/Burgundy,,,lorenzo-7-antiquered/burgundy,0,0
lorenzo,Lorenzo,Size,7.5,Color,Antique Red/Burgundy,,,lorenzo-7.5-antiquered/burgundy,0,0
lorenzo,Lorenzo,Size,8,Color,Antique Red/Burgundy,,,lorenzo-8-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,8.5,Color,Antique Red/Burgundy,,,lorenzo-8.5-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,9,Color,Antique Red/Burgundy,,,lorenzo-9-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,9.5,Color,Antique Red/Burgundy,,,lorenzo-9.5-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,10,Color,Antique Red/Burgundy,,,lorenzo-10-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,10.5,Color,Antique Red/Burgundy,,,lorenzo-10.5-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,11,Color,Antique Red/Burgundy,,,lorenzo-11-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,11.5,Color,Antique Red/Burgundy,,,lorenzo-11.5-antiquered/burgundy,0,0
lorenzo,Lorenzo,Size,12,Color,Antique Red/Burgundy,,,lorenzo-12-antiquered/burgundy,0,0
lorenzo,Lorenzo,Size,13,Color,Antique Red/Burgundy,,,lorenzo-13-antiquered/burgundy,1,0
lorenzo,Lorenzo,Size,14,Color,Antique Red/Burgundy,,,lorenzo-14-antiquered/burgundy,0,0
lorenzo,Lorenzo,Size,15,Color,Antique Red/Burgundy,,,lorenzo-15-antiquered/burgundy,0,0
luca,Luca,Size,7,Color,Black,,,luca-7-black,0,0
luca,Luca,Size,7.5,Color,Black,,,luca-7.5-black,0,0
luca,Luca,Size,8,Color,Black,,,luca-8-black,0,0
luca,Luca,Size,8.5,Color,Black,,,luca-8.5-black,0,0
luca,Luca,Size,9,Color,Black,,,luca-9-black,1,0
luca,Luca,Size,9.5,Color,Black,,,luca-9.5-black,0,0
luca,Luca,Size,10,Color,Black,,,luca-10-black,1,0
luca,Luca,Size,10.5,Color,Black,,,luca-10.5-black,0,0
luca,Luca,Size,11,Color,Black,,,luca-11-black,0,0
luca,Luca,Size,11.5,Color,Black,,,luca-11.5-black,0,0
luca,Luca,Size,12,Color,Black,,,luca-12-black,1,0
luca,Luca,Size,13,Color,Black,,,luca-13-black,1,0
luca,Luca,Size,14,Color,Black,,,luca-14-black,0,0
luca,Luca,Size,15,Color,Black,,,luca-15-black,0,0
lucio,Lucio,Size,7,Color,Black Combo,,,lucio-7-blackcombo,0,0
lucio,Lucio,Size,7.5,Color,Black Combo,,,lucio-7.5-blackcombo,0,0
lucio,Lucio,Size,8,Color,Black Combo,,,lucio-8-blackcombo,1,0
lucio,Lucio,Size,8.5,Color,Black Combo,,,lucio-8.5-blackcombo,0,0
lucio,Lucio,Size,9,Color,Black Combo,,,lucio-9-blackcombo,1,0
lucio,Lucio,Size,9.5,Color,Black Combo,,,lucio-9.5-blackcombo,1,0
lucio,Lucio,Size,10,Color,Black Combo,,,lucio-10-blackcombo,1,0
lucio,Lucio,Size,10.5,Color,Black Combo,,,lucio-10.5-blackcombo,1,0
lucio,Lucio,Size,11,Color,Black Combo,,,lucio-11-blackcombo,1,0
lucio,Lucio,Size,11.5,Color,Black Combo,,,lucio-11.5-blackcombo,1,0
lucio,Lucio,Size,12,Color,Black Combo,,,lucio-12-blackcombo,1,0
lucio,Lucio,Size,13,Color,Black Combo,,,lucio-13-blackcombo,1,0
lucio,Lucio,Size,14,Color,Black Combo,,,lucio-14-blackcombo,0,0
lucio,Lucio,Size,15,Color,Black Combo,,,lucio-15-blackcombo,0,0
martino,Martino,Size,7,Color,Blue Combo,,,martino-7-bluecombo,0,0
martino,Martino,Size,7.5,Color,Blue Combo,,,martino-7.5-bluecombo,0,0
martino,Martino,Size,8,Color,Blue Combo,,,martino-8-bluecombo,1,0
martino,Martino,Size,8.5,Color,Blue Combo,,,martino-8.5-bluecombo,1,0
martino,Martino,Size,9,Color,Blue Combo,,,martino-9-bluecombo,1,0
martino,Martino,Size,9.5,Color,Blue Combo,,,martino-9.5-bluecombo,1,0
martino,Martino,Size,10,Color,Blue Combo,,,martino-10-bluecombo,1,0
martino,Martino,Size,10.5,Color,Blue Combo,,,martino-10.5-bluecombo,1,0
martino,Martino,Size,11,Color,Blue Combo,,,martino-11-bluecombo,1,0
martino,Martino,Size,11.5,Color,Blue Combo,,,martino-11.5-bluecombo,0,0
martino,Martino,Size,12,Color,Blue Combo,,,martino-12-bluecombo,1,0
martino,Martino,Size,13,Color,Blue Combo,,,martino-13-bluecombo,1,0
martino,Martino,Size,14,Color,Blue Combo,,,martino-14-bluecombo,1,0
martino,Martino,Size,15,Color,Blue Combo,,,martino-15-bluecombo,0,0
maurizio,Maurizio,Size,7,Color,Black,,,maurizio-7-black,0,0
maurizio,Maurizio,Size,7.5,Color,Black,,,maurizio-7.5-black,0,0
maurizio,Maurizio,Size,8,Color,Black,,,maurizio-8-black,0,0
maurizio,Maurizio,Size,8.5,Color,Black,,,maurizio-8.5-black,0,0
maurizio,Maurizio,Size,9,Color,Black,,,maurizio-9-black,0,0
maurizio,Maurizio,Size,9.5,Color,Black,,,maurizio-9.5-black,0,0
maurizio,Maurizio,Size,10,Color,Black,,,maurizio-10-black,0,0
maurizio,Maurizio,Size,10.5,Color,Black,,,maurizio-10.5-black,0,0
maurizio,Maurizio,Size,11,Color,Black,,,maurizio-11-black,0,0
maurizio,Maurizio,Size,11.5,Color,Black,,,maurizio-11.5-black,0,0
maurizio,Maurizio,Size,12,Color,Black,,,maurizio-12-black,0,0
maurizio,Maurizio,Size,13,Color,Black,,,maurizio-13-black,0,0
maurizio,Maurizio,Size,14,Color,Black,,,maurizio-14-black,0,0
maurizio,Maurizio,Size,15,Color,Black,,,maurizio-15-black,0,0
milo,Milo,Size,7,Color,Black,,,milo-7-black,0,0
milo,Milo,Size,7.5,Color,Black,,,milo-7.5-black,0,0
milo,Milo,Size,8,Color,Black,,,milo-8-black,0,0
milo,Milo,Size,8.5,Color,Black,,,milo-8.5-black,0,0
milo,Milo,Size,9,Color,Black,,,milo-9-black,0,0
milo,Milo,Size,9.5,Color,Black,,,milo-9.5-black,0,0
milo,Milo,Size,10,Color,Black,,,milo-10-black,0,0
milo,Milo,Size,10.5,Color,Black,,,milo-10.5-black,0,0
milo,Milo,Size,11,Color,Black,,,milo-11-black,0,0
milo,Milo,Size,11.5,Color,Black,,,milo-11.5-black,0,0
milo,Milo,Size,12,Color,Black,,,milo-12-black,0,0
milo,Milo,Size,13,Color,Black,,,milo-13-black,0,0
milo,Milo,Size,14,Color,Black,,,milo-14-black,1,0
milo,Milo,Size,15,Color,Black,,,milo-15-black,0,0
nino,Nino,Size,7,Color,Black/Red,,,nino-7-black/red,0,0
nino,Nino,Size,7.5,Color,Black/Red,,,nino-7.5-black/red,0,0
nino,Nino,Size,8,Color,Black/Red,,,nino-8-black/red,0,0
nino,Nino,Size,8.5,Color,Black/Red,,,nino-8.5-black/red,0,0
nino,Nino,Size,9,Color,Black/Red,,,nino-9-black/red,0,0
nino,Nino,Size,9.5,Color,Black/Red,,,nino-9.5-black/red,0,0
nino,Nino,Size,10,Color,Black/Red,,,nino-10-black/red,0,0
nino,Nino,Size,10.5,Color,Black/Red,,,nino-10.5-black/red,0,0
nino,Nino,Size,11,Color,Black/Red,,,nino-11-black/red,0,0
nino,Nino,Size,11.5,Color,Black/Red,,,nino-11.5-black/red,0,0
nino,Nino,Size,12,Color,Black/Red,,,nino-12-black/red,0,0
nino,Nino,Size,13,Color,Black/Red,,,nino-13-black/red,0,0
nino,Nino,Size,14,Color,Black/Red,,,nino-14-black/red,0,0
nino,Nino,Size,15,Color,Black/Red,,,nino-15-black/red,0,0
oliviero,Oliviero,Size,7,Color,Brown,,,oliviero-7-brown,0,0
oliviero,Oliviero,Size,7.5,Color,Brown,,,oliviero-7.5-brown,0,0
oliviero,Oliviero,Size,8,Color,Brown,,,oliviero-8-brown,0,0
oliviero,Oliviero,Size,8.5,Color,Brown,,,oliviero-8.5-brown,0,0
oliviero,Oliviero,Size,9,Color,Brown,,,oliviero-9-brown,0,0
oliviero,Oliviero,Size,9.5,Color,Brown,,,oliviero-9.5-brown,0,0
oliviero,Oliviero,Size,10,Color,Brown,,,oliviero-10-brown,0,0
oliviero,Oliviero,Size,10.5,Color,Brown,,,oliviero-10.5-brown,0,0
oliviero,Oliviero,Size,11,Color,Brown,,,oliviero-11-brown,0,0
oliviero,Oliviero,Size,11.5,Color,Brown,,,oliviero-11.5-brown,0,0
oliviero,Oliviero,Size,12,Color,Brown,,,oliviero-12-brown,0,0
oliviero,Oliviero,Size,13,Color,Brown,,,oliviero-13-brown,0,0
oliviero,Oliviero,Size,14,Color,Brown,,,oliviero-14-brown,0,0
oliviero,Oliviero,Size,15,Color,Brown,,,oliviero-15-brown,0,0
pietro,Pietro,Size,7,Color,Cognac/Orange,,,pietro-7-cognac/orange,0,0
pietro,Pietro,Size,7.5,Color,Cognac/Orange,,,pietro-7.5-cognac/orange,0,0
pietro,Pietro,Size,8,Color,Cognac/Orange,,,pietro-8-cognac/orange,1,0
pietro,Pietro,Size,8.5,Color,Cognac/Orange,,,pietro-8.5-cognac/orange,1,0
pietro,Pietro,Size,9,Color,Cognac/Orange,,,pietro-9-cognac/orange,1,0
pietro,Pietro,Size,9.5,Color,Cognac/Orange,,,pietro-9.5-cognac/orange,1,0
pietro,Pietro,Size,10,Color,Cognac/Orange,,,pietro-10-cognac/orange,1,0
pietro,Pietro,Size,10.5,Color,Cognac/Orange,,,pietro-10.5-cognac/orange,1,0
pietro,Pietro,Size,11,Color,Cognac/Orange,,,pietro-11-cognac/orange,1,0
pietro,Pietro,Size,11.5,Color,Cognac/Orange,,,pietro-11.5-cognac/orange,1,0
pietro,Pietro,Size,12,Color,Cognac/Orange,,,pietro-12-cognac/orange,1,0
pietro,Pietro,Size,13,Color,Cognac/Orange,,,pietro-13-cognac/orange,1,0
pietro,Pietro,Size,14,Color,Cognac/Orange,,,pietro-14-cognac/orange,0,0
pietro,Pietro,Size,15,Color,Cognac/Orange,,,pietro-15-cognac/orange,0,0
remo,Remo,Size,7,Color,Black/Grey,,,remo-7-black/grey,0,0
remo,Remo,Size,7.5,Color,Black/Grey,,,remo-7.5-black/grey,0,0
remo,Remo,Size,8,Color,Black/Grey,,,remo-8-black/grey,0,0
remo,Remo,Size,8.5,Color,Black/Grey,,,remo-8.5-black/grey,0,0
remo,Remo,Size,9,Color,Black/Grey,,,remo-9-black/grey,0,0
remo,Remo,Size,9.5,Color,Black/Grey,,,remo-9.5-black/grey,0,0
remo,Remo,Size,10,Color,Black/Grey,,,remo-10-black/grey,0,0
remo,Remo,Size,10.5,Color,Black/Grey,,,remo-10.5-black/grey,0,0
remo,Remo,Size,11,Color,Black/Grey,,,remo-11-black/grey,0,0
remo,Remo,Size,11.5,Color,Black/Grey,,,remo-11.5-black/grey,0,0
remo,Remo,Size,12,Color,Black/Grey,,,remo-12-black/grey,0,0
remo,Remo,Size,13,Color,Black/Grey,,,remo-13-black/grey,0,0
remo,Remo,Size,14,Color,Black/Grey,,,remo-14-black/grey,0,0
remo,Remo,Size,15,Color,Black/Grey,,,remo-15-black/grey,0,0
renato,Renato,Size,7,Color,Black,,,renato-7-black,0,0
renato,Renato,Size,7.5,Color,Black,,,renato-7.5-black,0,0
renato,Renato,Size,8,Color,Black,,,renato-8-black,0,0
renato,Renato,Size,8.5,Color,Black,,,renato-8.5-black,0,0
renato,Renato,Size,9,Color,Black,,,renato-9-black,1,0
renato,Renato,Size,9.5,Color,Black,,,renato-9.5-black,0,0
renato,Renato,Size,10,Color,Black,,,renato-10-black,1,0
renato,Renato,Size,10.5,Color,Black,,,renato-10.5-black,0,0
renato,Renato,Size,11,Color,Black,,,renato-11-black,0,0
renato,Renato,Size,11.5,Color,Black,,,renato-11.5-black,1,0
renato,Renato,Size,12,Color,Black,,,renato-12-black,1,0
renato,Renato,Size,13,Color,Black,,,renato-13-black,0,0
renato,Renato,Size,14,Color,Black,,,renato-14-black,0,0
renato,Renato,Size,15,Color,Black,,,renato-15-black,0,0
riccardo,Riccardo,Size,7,Color,Black,,,riccardo-7-black,0,0
riccardo,Riccardo,Size,7.5,Color,Black,,,riccardo-7.5-black,0,0
riccardo,Riccardo,Size,8,Color,Black,,,riccardo-8-black,1,0
riccardo,Riccardo,Size,8.5,Color,Black,,,riccardo-8.5-black,1,0
riccardo,Riccardo,Size,9,Color,Black,,,riccardo-9-black,1,0
riccardo,Riccardo,Size,9.5,Color,Black,,,riccardo-9.5-black,1,0
riccardo,Riccardo,Size,10,Color,Black,,,riccardo-10-black,1,0
riccardo,Riccardo,Size,10.5,Color,Black,,,riccardo-10.5-black,1,0
riccardo,Riccardo,Size,11,Color,Black,,,riccardo-11-black,0,0
riccardo,Riccardo,Size,11.5,Color,Black,,,riccardo-11.5-black,0,0
riccardo,Riccardo,Size,12,Color,Black,,,riccardo-12-black,0,0
riccardo,Riccardo,Size,13,Color,Black,,,riccardo-13-black,1,0
riccardo,Riccardo,Size,14,Color,Black,,,riccardo-14-black,0,0
riccardo,Riccardo,Size,15,Color,Black,,,riccardo-15-black,0,0
salvatore,Salvatore,Size,7,Color,Cognac,,,salvatore-7-cognac,0,0
salvatore,Salvatore,Size,7.5,Color,Cognac,,,salvatore-7.5-cognac,0,0
salvatore,Salvatore,Size,8,Color,Cognac,,,salvatore-8-cognac,1,0
salvatore,Salvatore,Size,8.5,Color,Cognac,,,salvatore-8.5-cognac,0,0
salvatore,Salvatore,Size,9,Color,Cognac,,,salvatore-9-cognac,1,0
salvatore,Salvatore,Size,9.5,Color,Cognac,,,salvatore-9.5-cognac,0,0
salvatore,Salvatore,Size,10,Color,Cognac,,,salvatore-10-cognac,1,0
salvatore,Salvatore,Size,10.5,Color,Cognac,,,salvatore-10.5-cognac,0,0
salvatore,Salvatore,Size,11,Color,Cognac,,,salvatore-11-cognac,1,0
salvatore,Salvatore,Size,11.5,Color,Cognac,,,salvatore-11.5-cognac,0,0
salvatore,Salvatore,Size,12,Color,Cognac,,,salvatore-12-cognac,1,0
salvatore,Salvatore,Size,13,Color,Cognac,,,salvatore-13-cognac,1,0
salvatore,Salvatore,Size,14,Color,Cognac,,,salvatore-14-cognac,1,0
salvatore,Salvatore,Size,15,Color,Cognac,,,salvatore-15-cognac,0,0
silvio,Silvio,Size,7,Color,Cognac/Navy,,,silvio-7-cognac/navy,0,0
silvio,Silvio,Size,7.5,Color,Cognac/Navy,,,silvio-7.5-cognac/navy,0,0
silvio,Silvio,Size,8,Color,Cognac/Navy,,,silvio-8-cognac/navy,1,0
silvio,Silvio,Size,8.5,Color,Cognac/Navy,,,silvio-8.5-cognac/navy,0,0
silvio,Silvio,Size,9,Color,Cognac/Navy,,,silvio-9-cognac/navy,1,0
silvio,Silvio,Size,9.5,Color,Cognac/Navy,,,silvio-9.5-cognac/navy,0,0
silvio,Silvio,Size,10,Color,Cognac/Navy,,,silvio-10-cognac/navy,1,0
silvio,Silvio,Size,10.5,Color,Cognac/Navy,,,silvio-10.5-cognac/navy,0,0
silvio,Silvio,Size,11,Color,Cognac/Navy,,,silvio-11-cognac/navy,1,0
silvio,Silvio,Size,11.5,Color,Cognac/Navy,,,silvio-11.5-cognac/navy,0,0
silvio,Silvio,Size,12,Color,Cognac/Navy,,,silvio-12-cognac/navy,1,0
silvio,Silvio,Size,13,Color,Cognac/Navy,,,silvio-13-cognac/navy,1,0
silvio,Silvio,Size,14,Color,Cognac/Navy,,,silvio-14-cognac/navy,0,0
silvio,Silvio,Size,15,Color,Cognac/Navy,,,silvio-15-cognac/navy,0,0
uberto,Uberto,Size,7,Color,Black,,,uberto-7-black,0,0
uberto,Uberto,Size,7.5,Color,Black,,,uberto-7.5-black,0,0
uberto,Uberto,Size,8,Color,Black,,,uberto-8-black,0,0
uberto,Uberto,Size,8.5,Color,Black,,,uberto-8.5-black,0,0
uberto,Uberto,Size,9,Color,Black,,,uberto-9-black,0,0
uberto,Uberto,Size,9.5,Color,Black,,,uberto-9.5-black,0,0
uberto,Uberto,Size,10,Color,Black,,,uberto-10-black,0,0
uberto,Uberto,Size,10.5,Color,Black,,,uberto-10.5-black,0,0
uberto,Uberto,Size,11,Color,Black,,,uberto-11-black,0,0
uberto,Uberto,Size,11.5,Color,Black,,,uberto-11.5-black,0,0
uberto,Uberto,Size,12,Color,Black,,,uberto-12-black,0,0
uberto,Uberto,Size,13,Color,Black,,,uberto-13-black,0,0
uberto,Uberto,Size,14,Color,Black,,,uberto-14-black,0,0
uberto,Uberto,Size,15,Color,Black,,,uberto-15-black,0,0
valerio,Valerio,Size,7,Color,Black Combo,,,valerio-7-blackcombo,0,0
valerio,Valerio,Size,7.5,Color,Black Combo,,,valerio-7.5-blackcombo,0,0
valerio,Valerio,Size,8,Color,Black Combo,,,valerio-8-blackcombo,0,0
valerio,Valerio,Size,8.5,Color,Black Combo,,,valerio-8.5-blackcombo,0,0
valerio,Valerio,Size,9,Color,Black Combo,,,valerio-9-blackcombo,0,0
valerio,Valerio,Size,9.5,Color,Black Combo,,,valerio-9.5-blackcombo,0,0
valerio,Valerio,Size,10,Color,Black Combo,,,valerio-10-blackcombo,0,0
valerio,Valerio,Size,10.5,Color,Black Combo,,,valerio-10.5-blackcombo,0,0
valerio,Valerio,Size,11,Color,Black Combo,,,valerio-11-blackcombo,0,0
valerio,Valerio,Size,11.5,Color,Black Combo,,,valerio-11.5-blackcombo,0,0
valerio,Valerio,Size,12,Color,Black Combo,,,valerio-12-blackcombo,0,0
valerio,Valerio,Size,13,Color,Black Combo,,,valerio-13-blackcombo,0,0
valerio,Valerio,Size,14,Color,Black Combo,,,valerio-14-blackcombo,0,0
valerio,Valerio,Size,15,Color,Black Combo,,,valerio-15-blackcombo,0,0
vito,Vito,Size,7,Color,Light Blue/Navy,,,vito-7-lightblue/navy,0,0
vito,Vito,Size,7.5,Color,Light Blue/Navy,,,vito-7.5-lightblue/navy,0,0
vito,Vito,Size,8,Color,Light Blue/Navy,,,vito-8-lightblue/navy,1,0
vito,Vito,Size,8.5,Color,Light Blue/Navy,,,vito-8.5-lightblue/navy,0,0
vito,Vito,Size,9,Color,Light Blue/Navy,,,vito-9-lightblue/navy,1,0
vito,Vito,Size,9.5,Color,Light Blue/Navy,,,vito-9.5-lightblue/navy,1,0
vito,Vito,Size,10,Color,Light Blue/Navy,,,vito-10-lightblue/navy,1,0
vito,Vito,Size,10.5,Color,Light Blue/Navy,,,vito-10.5-lightblue/navy,0,0
vito,Vito,Size,11,Color,Light Blue/Navy,,,vito-11-lightblue/navy,1,0
vito,Vito,Size,11.5,Color,Light Blue/Navy,,,vito-11.5-lightblue/navy,1,0
vito,Vito,Size,12,Color,Light Blue/Navy,,,vito-12-lightblue/navy,1,0
vito,Vito,Size,13,Color,Light Blue/Navy,,,vito-13-lightblue/navy,1,0
vito,Vito,Size,14,Color,Light Blue/Navy,,,vito-14-lightblue/navy,1,0
vito,Vito,Size,15,Color,Light Blue/Navy,,,vito-15-lightblue/navy,0,0
ef99,EF99,Size,7,Color,Black,,,ef99-7-black,0,0
ef99,EF99,Size,7.5,Color,Black,,,ef99-7.5-black,0,0
ef99,EF99,Size,8,Color,Black,,,ef99-8-black,0,0
ef99,EF99,Size,8.5,Color,Black,,,ef99-8.5-black,0,0
ef99,EF99,Size,9,Color,Black,,,ef99-9-black,0,0
ef99,EF99,Size,9.5,Color,Black,,,ef99-9.5-black,0,0
ef99,EF99,Size,10,Color,Black,,,ef99-10-black,0,0
ef99,EF99,Size,10.5,Color,Black,,,ef99-10.5-black,0,0
ef99,EF99,Size,11,Color,Black,,,ef99-11-black,0,0
ef99,EF99,Size,11.5,Color,Black,,,ef99-11.5-black,0,0
ef99,EF99,Size,12,Color,Black,,,ef99-12-black,0,0
ef99,EF99,Size,13,Color,Black,,,ef99-13-black,0,0
ef99,EF99,Size,14,Color,Black,,,ef99-14-black,0,0
